"title","artists","date","duration","genre","award","nation"
"She Loves Control","Camila Cabello","12 gennaio 2018","2:57","Reggaeton","oro","can"
"Say Amen (Saturday Night)","Panic! at the Disco","21 marzo 2018","3:09","Pop","oro","can"
"Stupid","Ashnikko","22 ottobre 2019","2:47","Hip hop","oro","can"
"Sexy Chick","David Guetta","24 luglio 2009","3:16","Electro house,,Dance pop","oro","can"
"Righteous","Juice Wrld","24 aprile 2020","4:03","Emo rap","oro","can"
"Smalltown Boy","Bronski Beat","11 giugno 1984","3:58 (versione edita),,5:01 (versione originale),,9:00 (versione estesa)","Synth pop","oro","can"
"So Good","B.o.B","21 febbraio 2012","3:33","Pop rap","oro","can"
"Sorry Seems to Be the Hardest Word","Elton John","1º novembre 1976","3:48","Rock sinfonico,,Pop,,Piano rock","oro","can"
"Stay Awake","Dean Lewis","18 marzo 2019","3:05","Indie pop","oro","can"
"Salt","Ava Max","12 dicembre 2019","3:00","Dance pop","oro","can"
"Still into You","Paramore","14 marzo 2013","3:36","Power pop,,New wave","oro","can"
"Sugar","Flo Rida","17 maggio 2009","4:12,(Main/Album version),,4:01,(Radio version)","Dance,,Hip house","oro","can"
"Stupid Girls","Pink","7 febbraio 2006 (USA)  20 marzo 2006  (UK)","3:15","Hip hop,,Dance,,Pop","oro","can"
"So Good","Zara Larsson","27 gennaio 2017","2:47","Contemporary R&B","oro","can"
"Sledgehammer","Fifth Harmony","28 ottobre 2014","3:50","Synth pop","oro","can"
"Sunrise","Simply Red","24 marzo 2003","3:18","Dance pop,,Soul bianco","oro","can"
"Swagga Like Us","T.I.,Jay-Z","6 settembre 2008","4:14","Hip hop","oro","can"
"Take My Breath Away","Berlin","15 giugno 1986","4:13","Pop,,Synth pop","oro","can"
"Summer Feelings","Lennon Stella","11 maggio 2020","2:40","Synth pop","oro","can"
"Take Me Back to London","Ed Sheeran","23 agosto 2019","3:09","Grime","oro","can"
"Sultans of Swing","Dire Straits","maggio 1978  gennaio 1979","5:48","Roots rock,,Pub rock","oro","can"
"Tempo","Lizzo","26 luglio 2019","2:55","Rhythm and blues,,Trap","oro","can"
"Teeth","5 Seconds of Summer","21 agosto 2019","3:24","Rock elettronico","oro","can"
"Sour Candy","Lady Gaga,Blackpink","28 maggio 2020","2:37","Bubblegum pop,,Dance pop,,Deep house,,Elettropop","oro","can"
"Tip Toe","Roddy Ricch","25 novembre 2019","3:05","Trap","oro","can"
"Sugar","Robin Schulz","25 settembre 2015","52:17","Deep house,,Dance","oro","can"
"Speed of Sound","Coldplay","23 maggio 2005","4:52,(versione album),,4:27,(versione radiofonica)","Rock alternativo","oro","can"
"Thunderclouds","LSD","9 agosto 2018","3:07","Dream pop,,Dance pop","oro","can"
"Say My Name","David Guetta,Bebe Rexha,J Balvin","26 ottobre 2018","3:18","Electronic dance music,,Moombahton","oro","can"
"Trip","Ella Mai","3 agosto 2018","3:37","Contemporary R&B","oro","can"
"That's My Girl","Fifth Harmony","27 settembre 2016","3:24","","oro","can"
"Take Me Home","Cash Cash","15 luglio 2013","3:25","Electronic dance music,,Electro house,,Progressive house","oro","can"
"True Colors","Cyndi Lauper","25 agosto 1986","3:45","Pop","oro","can"
"Tell Me You Love Me","Demi Lovato","14 novembre 2017","3:56","Power ballad","oro","can"
"Throne","Bring Me the Horizon","23 luglio 2015","3:11","Rock elettronico,,Arena rock","oro","can"
"To Die For","Sam Smith","14 febbraio 2020","3:13","Pop","oro","can"
"Turks","Nav,Gunna","27 marzo 2020","2:41","Trap","oro","can"
"Une colombe","Céline Dion","giugno 1984","3:10","Pop","oro","can"
"Unskinny Bop","Poison","27 giugno 1990","3:47","Hair metal,,Pop metal,,Hard rock","oro","can"
"Uh Huh","Julia Michaels","2 giugno 2017","2:58","Pop","oro","can"
"Try Sleeping with a Broken Heart","Alicia Keys","19 novembre 2009","4:09","Soul,,Synth pop,,Contemporary R&B","oro","can"
"Take You Dancing","Jason Derulo","22 luglio 2020","3:10","Pop","oro","can"
"Undecided","Chris Brown","4 gennaio 2019","3:21","Contemporary R&B,,Tropical-,pop","oro","can"
"Through the Rain","Mariah Carey","12 novembre 2002","4:48","Contemporary R&B,,Ballata,,Gospel","oro","can"
"VIce","Miranda Lambert","18 luglio 2016","3:59","Country","oro","can"
"Therefore I Am","Billie Eilish","12 novembre 2020  (vedi date di pubblicazione)","2:54","Elettropop,,Synth pop","oro","can"
"Taking Chances","Céline Dion","10 settembre 2007","4:04","Pop,,Pop rock","oro","can"
"U + Ur Hand","Pink","28 agosto 2006 (UK)  31 ottobre 2006  (USA radio)","3:34","Pop rock","oro","can"
"Union of the Snake","Duran Duran","17 ottobre 1983","4:19","New wave,,Synth pop","oro","can"
"Untitled","Simple Plan","1º aprile 2005","4:00","Piano rock,,Ballata","oro","can"
"Want You Back","5 Seconds of Summer","22 febbraio 2018","2:53","Pop","oro","can"
"We Fly High","Jim Jones","2006","3:56","Hip hop","oro","can"
"Versace on the Floor","Bruno Mars","4 novembre 2016 come singolo promozionale - 12 giugno 2017 pubblicazione ufficiale a livello mondiale","4:21","Contemporary R&B","oro","can"
"A View to a Kill","Duran Duran","6 maggio 1985","3:37","New wave,,Synth pop","oro","can"
"Walk on Water","Thirty Seconds to Mars","22 agosto 2017","3:06","Rock elettronico","oro","can"
"Walk Like an Egyptian","The Bangles","1º settembre 1986","3:21","Pop rock,,Rock alternativo","oro","can"
"Up Where We Belong","Joe Cocker,Jennifer Warnes","22 luglio 1982","3:45 .","Rock,,Pop","oro","can"
"Uprising","Muse","4 agosto 2009  (vedi date di pubblicazione)","5:02","Hard rock","oro","can"
"What Have You Done for Me Lately","Janet Jackson","13 gennaio 1986","4:45","Dance pop,,Contemporary R&B,,Funk","oro","can"
"We Built This City","Starship","1 agosto 1985","4:56","Pop rock,,New wave","oro","can"
"Watch","Billie Eilish","30 giugno 2017","2:57","Indie pop","oro","can"
"We Don't Need Another Hero (Thunderdome)","Tina Turner","29 luglio 1985","4:15","Synth pop,,Pop rock,,New wave","oro","can"
"Walk Away","Kelly Clarkson","17 gennaio 2006","3:08","Pop rock","oro","can"
"When I See You Smile","Bad English","30 agosto 1989","4:17","Soft rock,,Arena rock,,Power ballad","oro","can"
"Woke Up Like This","Playboi Carti","7 aprile 2017","3:56","Trap","oro","can"
"Whip My Hair","Willow Smith","26 ottobre 2010  (date di pubblicazione)","3:13","Elettropop,,Dance pop,,Pop rap,,Teen pop","oro","can"
"Wherever I Go","OneRepublic","13 maggio 2016","2:49","Pop,,Synth pop","oro","can"
"When Love Takes Over","David Guetta","21 aprile 2009","3:10","Dance pop,,Musica house,,Synth pop","oro","can"
"Wicked Games","The Weeknd","settembre 2012","4:41","Alternative R&B","oro","can"
"When You're Gone","Avril Lavigne","6 Maggio 2007","4:00","Pop rock,,Pop","oro","can"
"Video Games","Lana Del Rey","10 ottobre 2011","4:34","Pop barocco","oro","can"
"White Horse","Taylor Swift","9 dicembre 2008","3:55,(versione originale),,3:23,(versione radiofonica)","Country pop","oro","can"
"Wish You Were Gay","Billie Eilish","4 marzo 2019","3:41","Pop","oro","can"
"Waste It on Me","Steve Aoki","25 ottobre 2018","3:12","Future bass,,Dance pop","oro","can"
"With or Without You","U2","16 marzo 1987","4:56","Pop rock","oro","can"
"Whats Poppin","Jack Harlow","21 gennaio 2020","2:19","Hip hop","oro","can"
"With You","Chris Brown","4 dicembre 2007","4:11","Contemporary R&B","oro","can"
"When the Curtain Falls","Greta Van Fleet","17 luglio 2018","3:42","Hard rock,,Blues rock","oro","can"
"Work","Iggy Azalea","17 marzo 2013","3:43","Trap","oro","can"
"West End Girls","Pet Shop Boys","9 aprile 1984  28 ottobre 1985 (riedizione)","4:41 (versione album),,4:14 (versione singola)","Synth pop","oro","can"
"Wrong Direction","Hailee Steinfeld","1º gennaio 2020","4:08","Ballata","oro","can"
"The Wild Boys","Duran Duran","26 ottobre 1984","4:16","New wave","oro","can"
"Writing on the Wall","French Montana","26 settembre 2019","3:21","Hip hop","oro","can"
"X","Jonas Brothers","15 maggio 2020","3:05","Dance pop","oro","can"
"Who Knew","Pink","8 maggio 2006 ( USA radio)  29 maggio 2006 ( UK )  26 giugno 2007 (U.S. radio re-release)","3:28","Pop,,Pop rock","oro","can"
"Yes","LMFAO","15 dicembre 2009","3:03","Electronic dance music","oro","can"
"XO","Beyoncé","16 dicembre 2013","3:35","Pop,,Contemporary R&B","oro","can"
"Woman Like Me","Little Mix","12 ottobre 2018","3:48","Reggae,,Contemporary R&B","oro","can"
"Xanny","Billie Eilish","29 marzo 2019","4:03","Indie pop","oro","can"
"Young Girls","Bruno Mars","10 dicembre 2013","3:50","Power pop","oro","can"
"You Give Love a Bad Name","Bon Jovi","23 luglio 1986","3:42","Hair metal,,Hard rock,,Album-oriented rock","oro","can"
"Work","Rihanna","27 gennaio 2016","3:39","Dancehall reggae,,Reggae fusion","oro","can"
"You Spin Me Round (Like a Record)","Dead or Alive","10 aprile 1984","3:20","Hi-NRG,,Dance pop,,Synth pop","oro","can"
"You da Baddest","Future","28 luglio 2017","4:05","Pop rap,,Trap","oro","can"
"You're the One","Greta Van Fleet","27 novembre 2018","4:28","Hard rock,,Blues rock","oro","can"
