"title","artists","date","duration","genre","award","nation"
"Little Talks","Of Monsters and Men","20 dicembre 2011","4:16","Indie folk,,Indie rock,,Folk rock","5_platino","au"
"High Hopes","Panic! at the Disco","23 maggio 2018","3:10","Pop rock,,Rock alternativo","5_platino","au"
"I Want It That Way","Backstreet Boys","12 aprile 1999","3:30","Pop","5_platino","au"
"The Monster","Eminem","29 ottobre 2013","4:10","Hip hop","5_platino","au"
"Lean On","Major Lazer,DJ Snake","2 marzo 2015","2:56","Moombahton,,Musica da ballo,,Bounce music","5_platino","au"
"OMG","Usher","20 marzo 2010","4:29","Elettropop,,Synth pop,,Dance pop","5_platino","au"
"Never Seen the Rain","Tones and I","16 luglio 2019","3:20","Indie pop","5_platino","au"
"Despacito","Luis Fonsi","13 gennaio 2017  (vedi date di pubblicazione)","3:47","Pop latino,,Reggaeton","5_platino","au"
"Piece of Your Heart","Meduza","1º febbraio 2019","2:32","Electronic dance music","5_platino","au"
"Never Forget You","Zara Larsson,MNEK","22 luglio 2015","3:33","Dance,,Elettropop","5_platino","au"
"Locked Out of Heaven","Bruno Mars","1º ottobre 2012","3:53","Reggae rock,,New wave,,Funk","5_platino","au"
"Last Friday Night (T.G.I.F.)","Katy Perry","9 maggio 2011","3:50","Dance pop,,Teen pop","5_platino","au"
"One Thing","One Direction","6 gennaio 2012    31 gennaio 2012  ","3:17","Pop","5_platino","au"
"Memories","Maroon 5","20 settembre 2019","3:09","Pop","5_platino","au"
"I Gotta Feeling","Black Eyed Peas,,accreditati come The Black Eyed Peas","18 giugno 2009","4:49","Dance pop","5_platino","au"
"Rockabye","Clean Bandit","21 ottobre 2016","4:11","Dancehall reggae,,Tropical house,,Musica elettronica","5_platino","au"
"Problem","Ariana Grande","28 aprile 2014","3:13","Dance,,Contemporary R&B,,Pop","5_platino","au"
"Lush Life","Zara Larsson","5 giugno 2015","3:21","Elettropop","5_platino","au"
"SexyBack","Justin Timberlake","7 luglio 2006","4:02","Dance,,New wave","5_platino","au"
"Radioactive","Imagine Dragons","29 ottobre 2012","3:07","Rock elettronico,,Indietronica","5_platino","au"
"Stressed Out","Twenty One Pilots","28 aprile 2015","3:22","Alternative hip hop","5_platino","au"
"Raise Your Glass","Pink","6 ottobre 2010","3:23","Dance pop,,Pop rock","5_platino","au"
"Single Ladies (Put a Ring on It)","Beyoncé","8 ottobre 2008","3:13","Dance pop,,Contemporary R&B","5_platino","au"
"Symphony","Clean Bandit","17 marzo 2017","3:32","Dance pop","5_platino","au"
"One Kiss","Calvin Harris,Dua Lipa","6 aprile 2018","3:34","Dance pop,,Tropical house","5_platino","au"
"We Are Young","Fun.,Janelle Monáe","20 settembre 2011","4:10","Rock alternativo,,Indie pop,,Power pop","5_platino","au"
"So What","Pink","15 agosto 2008","3:36","Dance rock,,Rock elettronico","5_platino","au"
"Sexy Chick","David Guetta","24 luglio 2009","3:16","Electro house,,Dance pop","5_platino","au"
"Sweet but Psycho","Ava Max","17 agosto 2018","3:07","Dance pop,,Elettropop","5_platino","au"
"Use Somebody","Kings of Leon","28 novembre 2008","3:51","Rock alternativo","5_platino","au"
"Psycho","Post Malone","23 febbraio 2018","3:41","","5_platino","au"
"Strip That Down","Liam Payne","19 maggio 2017","3:24","Contemporary R&B,,Pop rap","5_platino","au"
"Payphone","Maroon 5","17 aprile 2012","3:51","Pop rap,,Pop rock","5_platino","au"
"Titanium","David Guetta","9 dicembre 2011","4:05","Electro house","5_platino","au"
"What Do You Mean?","Justin Bieber","28 agosto 2015","3:27","Tropical house","5_platino","au"
"We Can't Stop","Miley Cyrus","3 giugno 2013","3:52","Dance pop","5_platino","au"
"These Days","Rudimental","19 gennaio 2018","3:30","Pop","5_platino","au"
"Wow","Post Malone","24 dicembre 2018","2:29","Hip hop","5_platino","au"
"Timber","Pitbull","7 ottobre 2013","3:24","Dance pop,,Folktronica","5_platino","au"
"We Are Never Ever Getting Back Together","Taylor Swift","13 agosto 2012  (date di pubblicazione)","3:11","Dance pop,,Bubblegum pop","5_platino","au"
"When the Party's Over","Billie Eilish","17 ottobre 2018","3:16","Indie pop","5_platino","au"
"Roses","Saint Jhn","luglio 2016","2:53","Contemporary R&B,,Hip hop,,Trap","5_platino","au"
