"title","artists","date","duration","genre","award","nation"
"Stereo Hearts","Gym Class Heroes","14 giugno 2011","3:31","Alternative hip hop,,Pop rap","5_platino","usa"
"Rude Boy","Rihanna","19 febbraio 2010","3:42","Dancehall reggae,,Raggamuffin","5_platino","usa"
"Whatcha Say","Jason Derulo","5 maggio 2009","3:43","Pop,,Contemporary R&B","5_platino","usa"
"Psycho","Post Malone","23 febbraio 2018","3:41","","5_platino","usa"
"White Iverson","Post Malone","14 agosto 2015","4:14","Cloud rap","5_platino","usa"
"What Hurts The Most","Jo O'Meara","26 settembre 2005","3:29","Pop","5_platino","usa"
"Who Am I (What's My Name)?","Snoop Dogg","30 ottobre 1993","4:06","G-funk,,Gangsta rap","5_platino","usa"
"Sorry Not Sorry","Demi Lovato","11 luglio 2017","3:23","Contemporary R&B","5_platino","usa"
"Thunder","Imagine Dragons","27 aprile 2017","3:07","Elettropop","5_platino","usa"
"Take Care","Drake","21 febbraio 2012","4:37","Pop rap","5_platino","usa"
"We R Who We R","Kesha","22 ottobre 2010","3:24","Elettropop,,Dance pop","5_platino","usa"
"Paparazzi","Lady Gaga","6 luglio 2009","3:28","Dance pop","5_platino","usa"
"What I've Done","Linkin Park","2 aprile 2007","3:25,(versione album),,3:28,(versione singolo)","Rock alternativo","5_platino","usa"
"Wild Thoughts","DJ Khaled","16 giugno 2017","3:24","Contemporary R&B","5_platino","usa"
"Someone like You","Adele","15 febbraio 2011","4:45","Pop soul,,Blues","5_platino","usa"
"Thank U, Next","Ariana Grande","3 novembre 2018","3:27","Pop,,Contemporary R&B","5_platino","usa"
"Wrecking Ball","Miley Cyrus","25 agosto 2013","3:43","Elettropop","5_platino","usa"
"Work from Home","Fifth Harmony","26 febbraio 2016","3:34","","5_platino","usa"
"Zeze","Kodak Black","12 ottobre 2018","3:48","Hip hop","5_platino","usa"
"Wide Awake","Katy Perry","7 maggio 2012","3:41","Elettropop,,Musica elettronica","5_platino","usa"
"Womanizer","Britney Spears","26 settembre 2008","3:46","Elettropop","5_platino","usa"
"Telephone","Lady Gaga","15 febbraio 2010","3:41","Dance pop,,Elettropop","5_platino","usa"
