"title","artists","date","duration","genre","award","nation"
"Girlfriend","Avril Lavigne","7 febbraio 2007    19 marzo 2007    2 aprile 2007  ","3:37","Pop punk,,Pop rock","4_platino","au"
"Green Light","Lorde","3 marzo 2017","3:54","Elettropop,,Power pop,,Dance pop,,Post-disco","4_platino","au"
"Happier","Ed Sheeran","27 aprile 2018","3:26","Pop","4_platino","au"
"Goosebumps","Travis Scott","13 dicembre 2016","4:03","Trap","4_platino","au"
"Jubel","Klingande","10 settembre 2013","3:20","Deep house,,Tropical house","4_platino","au"
"IDGAF","Dua Lipa","12 gennaio 2018","3:38","Pop","4_platino","au"
"Malibu","Miley Cyrus","11 maggio 2017","3:51","Country pop","4_platino","au"
"Lose Yourself","Eminem","28 ottobre 2002","5:27","Rap rock,,Conscious hip hop","4_platino","au"
"I Will Always Love You","Dolly Parton","4 aprile 1974","2:55","Country","4_platino","au"
"Love Lies","Khalid,Normani","14 febbraio 2018","3:21","Contemporary R&B","4_platino","au"
"It Ain't Me","Kygo,Selena Gomez","16 febbraio 2017","3:40","Tropical house","4_platino","au"
"Only Love Can Hurt Like This","Paloma Faith","11 maggio 2014","3:52","Pop,,Soul","4_platino","au"
"I Like It","Cardi B,Bad Bunny,J Balvin","25 maggio 2018  (vedi date di pubblicazione)","4:13","Latin trap","4_platino","au"
"No One","Alicia Keys","10 settembre 2007","4:13","Soul,,Contemporary R&B","4_platino","au"
"Last Christmas","Wham!","15 dicembre 1984","4:27","New wave,,Synth pop,,Musica natalizia","4_platino","au"
"Little Things","One Direction","29 ottobre 2012","3:37","Pop,,Folk pop","4_platino","au"
"Look What You Made Me Do","Taylor Swift","25 agosto 2017","3:31","Elettropop,,Dance pop,,Electroclash","4_platino","au"
"Redbone","Childish Gambino","17 novembre 2016","5:26,,3:27 (Radio Edit)","Psychedelic soul","4_platino","au"
"Pillowtalk","Zayn","29 gennaio 2016","3:23","Alternative R&B,,Downtempo,,Pop,,Contemporary R&B","4_platino","au"
"One More Night","Maroon 5","19 giugno 2012","3:39","Reggae fusion,,Pop rock","4_platino","au"
"Same Love","Macklemore & Ryan Lewis","18 luglio 2012","5:20,(album version),,,4:09 (radio edit)","Conscious hip hop,,Pop rap","4_platino","au"
"Say It","Flume","22 aprile 2016","4:22","Wonky","4_platino","au"
"The Prayer","Céline Dion,Andrea Bocelli","1 marzo 1999","4:29","Pop,,Ballata","4_platino","au"
"Pretty Fly (for a White Guy)","The Offspring","1998  (U.S.)","3:09","Punk revival,,Pop punk,,Post-grunge,,Rock alternativo,,Hard rock","4_platino","au"
"Ocean Eyes","Billie Eilish","18 novembre 2016","3:20","Pop,,Dream pop","4_platino","au"
"Rather Be","Clean Bandit","17 gennaio 2014","3:49","Synth pop,,Musica house,,Pop barocco","4_platino","au"
"On the Floor","Jennifer Lopez","8 febbraio 2011","3:51,(Single version),,4:44,(Album version)","Eurodance,,Electro house","4_platino","au"
"Praying","Kesha","6 luglio 2017","3:50","Pop","4_platino","au"
"Promises","Calvin Harris,Sam Smith","17 agosto 2018","3:33","Musica house","4_platino","au"
"Stronger","Kanye West","31 luglio 2007","5:11","Elettrorap,,Breakbeat","4_platino","au"
"Roses","The Chainsmokers","16 giugno 2015","3:46","Synth pop","4_platino","au"
"Scars to Your Beautiful","Alessia Cara","26 luglio 2016","3:50","Pop rock,,Rhythm and blues","4_platino","au"
"Sign of the Times","Harry Styles","7 aprile 2017","5:40","Power ballad,,Pop rock,,Glam rock,,Soft rock","4_platino","au"
"Slow Hands","Niall Horan","4 maggio 2017","3:07","Pop","4_platino","au"
"Rise","Jonas Blue","25 maggio 2018","3:14","Musica house,,Tropical house","4_platino","au"
"Stay with Me","Sam Smith","14 aprile 2014","2:52","Pop soul","4_platino","au"
"Some Nights","Fun.","4 giugno 2012","4:37","Indie pop,,Afrobeat,,Power pop,,Indie folk","4_platino","au"
"Let It Go","Idina Menzel","25 novembre 2013","3 min : 45 s","Power ballad,,Colonna sonora","4_platino","au"
"Talk Dirty","Jason Derulo","2 agosto 2013","2:57","Contemporary R&B,,Dirty rap","4_platino","au"
"Story of My Life","One Direction","28 ottobre 2013","4:05","Pop","4_platino","au"
"Tomorrow","Silverchair","settembre 1994","4:25","Grunge","4_platino","au"
"Say Something","A Great Big World","3 settembre 2013  (vedi date di pubblicazione)","3:49","Ballata","4_platino","au"
"That's What I Like","Bruno Mars","30 gennaio 2017","3:26","Contemporary R&B","4_platino","au"
"Slide","Calvin Harris","23 febbraio 2017","3:50","Hip hop,,Funk,,Nu-disco,,Chillwave","4_platino","au"
"Summertime Sadness","Lana Del Rey","22 giugno 2012","4:24","Trip hop,,Pop","4_platino","au"
"Starboy","The Weeknd","22 settembre 2016","3:50","Synth pop","4_platino","au"
"Stay","Rihanna","7 gennaio 2013","4:00","Ballata,,Soul","4_platino","au"
"Total Eclipse of the Heart","Vari","1983","6:58","Rock,,Pop rock,,Soft rock,,Ballata,,Power ballad","4_platino","au"
"Say So","Doja Cat","24 gennaio 2020  (vedi date di pubblicazione)","3:58","Disco,,Funk,,Pop rap","4_platino","au"
"Talk","Khalid","7 febbraio 2019","3:17","Contemporary R&B","4_platino","au"
"Ugly Heart","G.R.L.","3 giugno 2014","3:19","Pop","4_platino","au"
"Try","Pink","6 settembre 2012","4:07","Pop rock,,Synth pop,,Power pop","4_platino","au"
"There's Nothing Holdin' Me Back","Shawn Mendes","21 aprile 2017","3:19","Pop rock","4_platino","au"
"This Is Me","Keala Settle","26 ottobre 2017","3:54","Pop","4_platino","au"
"When I Was Your Man","Bruno Mars","15 gennaio 2013","3:33","Pop,,Ballata","4_platino","au"
"Where Is the Love?","Black Eyed Peas,,accreditati come The Black Eyed Peas","4 dicembre 2003","4:32","Conscious hip hop","4_platino","au"
"Young and Beautiful","Lana Del Rey","23 aprile 2013","3:56","Rock alternativo,,Indie pop,,Pop barocco,,Easy listening","4_platino","au"
"You Don't Own Me","Lesley Gore","dicembre 1963","2:31","Pop","4_platino","au"
"Watermelon Sugar","Harry Styles","17 novembre 2019","2:53","Indie pop,,Rock","4_platino","au"
"Waves","Mr Probz","22 novembre 2013","2:54","Hip hop","4_platino","au"
"With You","Chris Brown","4 dicembre 2007","4:11","Contemporary R&B","4_platino","au"
"Young, Wild & Free","Snoop Dogg,Wiz Khalifa","11 ottobre 2011","3:27","Pop rap","4_platino","au"
"Whenever, Wherever","Shakira","27 agosto 2001","3:16","Pop latino,,World music","4_platino","au"
"We R Who We R","Kesha","22 ottobre 2010","3:24","Elettropop,,Dance pop","4_platino","au"
"Whatcha Say","Jason Derulo","5 maggio 2009","3:43","Pop,,Contemporary R&B","4_platino","au"
"Troublemaker","Olly Murs","12 ottobre 2012","3:06","Pop,,Hip hop,,Funk rock","4_platino","au"
"What About Us","Pink","10 agosto 2017","4:29","Pop,,Post-disco","4_platino","au"
"Where Are Ü Now","Skrillex,Diplo,Justin Bieber","21 aprile 2015  (vedi date di pubblicazione)","4:10","Electronic dance music,,Ballata","4_platino","au"
"Without You","David Guetta","27 settembre 2011","3:28","Elettropop,,Progressive house","4_platino","au"
