"title","artists","date","duration","genre","award","nation"
"The Man Who Can't Be Moved","The Script","25 luglio 2008","4:03","Pop rock,,Soul bianco","2_platino","uk"
"Just the Way You Are","Bruno Mars","20 luglio 2010","3:40","Pop,,Contemporary R&B","2_platino","uk"
"Mr. Blue Sky","Electric Light Orchestra","1978","","Pop rock,,Art rock,,Disco","2_platino","uk"
"Lucid Dreams","Juice WRLD","4 maggio 2018","4:00","Emo rap,,Pop rap,,Alternative R&B","2_platino","uk"
"Levels","Avicii","28 ottobre 2011","5:37,,3:19 (radio edit)","Progressive house,,Musica elettronica","2_platino","uk"
"King","Years & Years","27 febbraio 2015","3:34","Elettropop,,Musica house","2_platino","uk"
"Love Me Again","John Newman","17 maggio 2013","3:54","Soul,,Dance pop","2_platino","uk"
"Just Dance","Lady Gaga","8 aprile 2008","4:02","","2_platino","uk"
"Leave a Light On","Tom Walker","13 ottobre 2017","3:05","Indie rock","2_platino","uk"
"Little Lion Man","Mumford & Sons","11 agosto 2009","4:06 (versione dell'album),,3:30 (versione radiofonica)","Indie folk,,Folk rock,,Bluegrass","2_platino","uk"
"Lego House","Ed Sheeran","11 novembre 2011","3:29","Pop rock","2_platino","uk"
"Latch","Disclosure","8 ottobre 2012","4:16","Deep house,,UK garage,,Synth pop","2_platino","uk"
"My Love","Route 94","28 febbraio 2014","4:22","Deep house,,Eurodance","2_platino","uk"
"Merry Christmas Everyone","Shakin' Stevens","7 dicembre 1985","3:39/4:15","Musica natalizia,,Pop,,Rock,,Rock and roll","2_platino","uk"
"Let Me Love You","Mario","16 novembre 2004","4:09","Contemporary R&B","2_platino","uk"
"Love Story","Taylor Swift","12 settembre 2008  (date di pubblicazione)","3:56","Country pop","2_platino","uk"
"Naïve","The Kooks","27 marzo 2006","3:25","Indie rock,,Rock alternativo,,Funk rock","2_platino","uk"
"Never Ever","All Saints","10 novembre 1997","5:15","Pop","2_platino","uk"
"Low","Flo Rida","19 giugno 2007","3:49","Elettrorap","2_platino","uk"
"No Scrubs","TLC","23 marzo 1999","3:34","Dance pop,,Contemporary R&B","2_platino","uk"
"Power","Little Mix","26 maggio 2017","4:02","Dance pop","2_platino","uk"
"Mi gente","J Balvin,Willy William","30 giugno 2017","3:09","Pop latino,,Reggaeton","2_platino","uk"
"No Diggity","Blackstreet","settembre 1996","5:03","Rhythm and blues,,Hip hop soul","2_platino","uk"
"Never Forget You","Zara Larsson,MNEK","22 luglio 2015","3:33","Dance,,Elettropop","2_platino","uk"
"The Monster","Eminem","29 ottobre 2013","4:10","Hip hop","2_platino","uk"
"Let It Go","Idina Menzel","25 novembre 2013","3 min : 45 s","Power ballad,,Colonna sonora","2_platino","uk"
"Love the Way You Lie","Eminem","9 agosto 2010","4:23","Alternative hip hop,,Pop rap","2_platino","uk"
"Niggas in Paris","Jay-Z,Kanye West","13 settembre 2011","3:39","Elettrorap,,Trap,,Hardcore hip hop,,Electro house","2_platino","uk"
"Price Tag","Jessie J","25 gennaio 2011","3:46","Reggae fusion","2_platino","uk"
"Pillowtalk","Zayn","29 gennaio 2016","3:23","Alternative R&B,,Downtempo,,Pop,,Contemporary R&B","2_platino","uk"
"Nice for What","Drake","6 aprile 2018","3:30","Hip hop","2_platino","uk"
"Mirrors","Justin Timberlake","11 febbraio 2013","8:04,(album version),,4:37,(radio edit)","Pop,,Contemporary R&B","2_platino","uk"
"Numb/Encore","Jay-Z,Linkin Park","30 novembre 2004","3:25","Rap rock","2_platino","uk"
"Payphone","Maroon 5","17 aprile 2012","3:51","Pop rap,,Pop rock","2_platino","uk"
"Return of the Mack","Mark Morrison","1º marzo 1996","3:32","Rhythm and blues","2_platino","uk"
"Prayer in C","Lilly Wood and the Prick","6 giugno 2014","3:09","Deep house,,Dance","2_platino","uk"
"Pretty Girl","Maggie Lindemann","30 settembre 2016","3:39","Pop","2_platino","uk"
"The Real Slim Shady","Eminem","10 maggio 2000","","Comedy hip hop","2_platino","uk"
"Psycho","Post Malone","23 febbraio 2018","3:41","","2_platino","uk"
"September","Earth,Wind & Fire","18 novembre 1978","3:35","Disco,,Funk,,Rhythm and blues,,Contemporary R&B,,Soul","2_platino","uk"
"Pumped Up Kicks","Foster the People","4 aprile 2011","3:40","Indie rock,,Indie pop","2_platino","uk"
"Rewrite the Stars","Zac Efron,Zendaya","17 novembre 2017","3:37","Pop","2_platino","uk"
"Only Girl (In the World)","Rihanna","10 settembre 2010","3:55","Eurodance","2_platino","uk"
"Sanctuary","Simon Webbe","14 novembre 2005","46:12","Pop","2_platino","uk"
"Passionfruit","Drake","28 marzo 2017","4:59","Pop,,Dancehall reggae,,Tropical house","2_platino","uk"
"September Song","JP Cooper","16 settembre 2016","3:40","Pop,,Tropical house","2_platino","uk"
"Rockstar","Nickelback","2007","4:15","Rock alternativo,,Post-grunge","2_platino","uk"
"On the Floor","Jennifer Lopez","8 febbraio 2011","3:51,(Single version),,4:44,(Album version)","Eurodance,,Electro house","2_platino","uk"
"Promises","Calvin Harris,Sam Smith","17 agosto 2018","3:33","Musica house","2_platino","uk"
"Secret Love Song","Little Mix","3 febbraio 2016","4:10","Dance pop","2_platino","uk"
"River","Eminem","22 dicembre 2017","3:41","Hip hop,,Folk","2_platino","uk"
"Ride It","Regard","26 luglio 2019","2:37","Musica house","2_platino","uk"
"She Moves in Her Own Way","The Kooks","26 giugno 2006","2:49","Indie pop","2_platino","uk"
"Paradise","Coldplay","12 settembre 2011","4:39","Britpop","2_platino","uk"
"Seven Nation Army","The White Stripes","7 marzo 2003","3:52","Garage rock","2_platino","uk"
"No Tears Left to Cry","Ariana Grande","20 aprile 2018","3:25","Contemporary R&B,,Dance,,Dance pop,,Disco","2_platino","uk"
"Say Something","A Great Big World","3 settembre 2013  (vedi date di pubblicazione)","3:49","Ballata","2_platino","uk"
"Poker Face","Lady Gaga","26 settembre 2008","3:59","","2_platino","uk"
"The Scientist","Coldplay","4 novembre 2002","5:09","Rock alternativo","2_platino","uk"
"Stay Another Day","East 17","Dicembre 1994","4:29","Pop","2_platino","uk"
"Sex on Fire","Kings of Leon","5 settembre 2008","3:23","Rock alternativo","2_platino","uk"
"Roses","Saint Jhn","luglio 2016","2:53","Contemporary R&B,,Hip hop,,Trap","2_platino","uk"
"S&M","Rihanna","21 gennaio 2011","4:04","Eurodance,,Electro,,Hi-NRG","2_platino","uk"
"She's So Lovely","Scouting for Girls","27 agosto 2007","3:44","Pop rock","2_platino","uk"
"Silence","Marshmello","11 agosto 2017","3:00","Electronic dance music","2_platino","uk"
"She Will Be Loved","Maroon 5","27 luglio 2004","4:17","Pop rock","2_platino","uk"
"Slicker Than Your Average","Craig David","19 novembre 2002","","Contemporary R&B","2_platino","uk"
"Royals","Lorde","8 marzo 2013","3:09","Art pop,,Elettropop","2_platino","uk"
"Single Ladies (Put a Ring on It)","Beyoncé","8 ottobre 2008","3:13","Dance pop,,Contemporary R&B","2_platino","uk"
"Shotgun","George Ezra","18 maggio 2018","3:26","Folk rock","2_platino","uk"
"My Heart Will Go On","Céline Dion","8 dicembre 1997","4:40,(album version),,5:11 (soundtrack version)","Pop,,Power ballad","2_platino","uk"
"Stitches","Shawn Mendes","5 maggio 2015","3:27","Country pop","2_platino","uk"
"Starving","Hailee Steinfeld,Grey","22 luglio 2016","3:01","Pop,,Electronic dance music","2_platino","uk"
"Superstition","Stevie Wonder","24 ottobre 1972","4:26","Funk","2_platino","uk"
"Set Fire to the Rain","Adele","4 luglio 2011","4:02","Pop,,Power ballad","2_platino","uk"
"Skinny Love","Bon Iver","28 aprile 2008","3:59","Folk","2_platino","uk"
"Señorita","Shawn Mendes,Camila Cabello","21 giugno 2019","3:10","Pop","2_platino","uk"
"Sexy Chick","David Guetta","24 luglio 2009","3:16","Electro house,,Dance pop","2_platino","uk"
"Summer","Calvin Harris","14 marzo 2014","3:44","Electronic dance music","2_platino","uk"
"A Sky Full of Stars","Coldplay","2 maggio 2014  (vedi date di pubblicazione)","4:28,(versione album),,3:56,(versione radiofonica)","Electronic dance music,,Dance pop","2_platino","uk"
"Stressed Out","Twenty One Pilots","28 aprile 2015","3:22","Alternative hip hop","2_platino","uk"
"Taste","Tyga","16 maggio 2018","3:52","Gangsta rap,,Trap","2_platino","uk"
"Strip That Down","Liam Payne","19 maggio 2017","3:24","Contemporary R&B,,Pop rap","2_platino","uk"
"Side to Side","Ariana Grande","30 agosto 2016","3:46","Reggae fusion,,Dancehall reggae","2_platino","uk"
"Take Me Back to London","Ed Sheeran","23 agosto 2019","3:09","Grime","2_platino","uk"
"Swalla","Jason Derulo","24 febbraio 2017","3:36","Elettropop,,Dance pop","2_platino","uk"
"Summer of '69","Bryan Adams","17 giugno 1985","3:32","Hard rock,,Album-oriented rock","2_platino","uk"
"Too Good at Goodbyes","Sam Smith","8 settembre 2017","3:21","Pop soul","2_platino","uk"
"Sweet Child o' Mine","Guns N' Roses","17 agosto 1988    29 maggio 1989 ","5:56","Hard rock","2_platino","uk"
"Thunder","Imagine Dragons","27 aprile 2017","3:07","Elettropop","2_platino","uk"
"Stay","Rihanna","7 gennaio 2013","4:00","Ballata,,Soul","2_platino","uk"
"Torn","Natalie Imbruglia","17 novembre 1997","4:06","Pop rock,,Soft rock","2_platino","uk"
"Vossi Bop","Stormzy","26 aprile 2019","3:16","Hip hop","2_platino","uk"
"This Girl","Kungs","19 febbraio 2016","3:15","Musica house","2_platino","uk"
"Timber","Pitbull","7 ottobre 2013","3:24","Dance pop,,Folktronica","2_platino","uk"
"Valerie","The Zutons","19 giugno 2006","3:56","Indie rock,,Pop","2_platino","uk"
"Solo","Clean Bandit","18 maggio 2018","3:42","Electronic dance music","2_platino","uk"
"Sunflower","Post Malone,Swae Lee","18 ottobre 2018","2:39","Ballata,,Dream pop,,Hip hop,,Pop","2_platino","uk"
"Take On Me","a-ha","16 settembre 1985","3:45","Synth pop,,New wave","2_platino","uk"
"Thrift Shop","Macklemore & Ryan Lewis","28 agosto 2012","3:55","Hipster hop","2_platino","uk"
"Truly Madly Deeply","Savage Garden","3 marzo 1997","4:37","Pop,,Pop rock,,Soft rock,,Adult contemporary music,,Rhythm and blues,,Contemporary R&B","2_platino","uk"
"Smells Like Teen Spirit","Nirvana","10 settembre 1991","5:02,(versione album),,4:30,(versione singolo)","Grunge,,Rock alternativo","2_platino","uk"
"What Makes You Beautiful","One Direction","11 settembre 2011","3:18","Power pop","2_platino","uk"
"There's Nothing Holdin' Me Back","Shawn Mendes","21 aprile 2017","3:19","Pop rock","2_platino","uk"
"Wow","Post Malone","24 dicembre 2018","2:29","Hip hop","2_platino","uk"
"Wild Ones","Flo Rida","19 dicembre 2011","3:53","Hip house,,Dance pop","2_platino","uk"
"What About Us","Pink","10 agosto 2017","4:29","Pop,,Post-disco","2_platino","uk"
"Waiting All Night","Rudimental","12 aprile 2013","4:52","Drum and bass","2_platino","uk"
"Tik Tok","Kesha","7 agosto 2009","3:20","Elettropop","2_platino","uk"
"Thank U, Next","Ariana Grande","3 novembre 2018","3:27","Pop,,Contemporary R&B","2_platino","uk"
"Yellow","Coldplay","26 giugno 2000","4:29","Rock alternativo","2_platino","uk"
"Yeah!","Usher","27 gennaio 2004","4:10","Crunk & B","2_platino","uk"
"When We Were Young","Adele","22 gennaio 2016","4:50","Pop soul","2_platino","uk"
"Work from Home","Fifth Harmony","26 febbraio 2016","3:34","","2_platino","uk"
"What's My Name?","Rihanna","26 ottobre 2010","4:23","Elettropop","2_platino","uk"
"Where Are Ü Now","Skrillex,Diplo,Justin Bieber","21 aprile 2015  (vedi date di pubblicazione)","4:10","Electronic dance music,,Ballata","2_platino","uk"
"Youngblood","5 Seconds of Summer","13 aprile 2018","3:23","","2_platino","uk"
"When I Was Your Man","Bruno Mars","15 gennaio 2013","3:33","Pop,,Ballata","2_platino","uk"
"You're Beautiful","James Blunt","30 maggio 2005   settembre 2005   ","3:34","Soft rock,,Britpop","2_platino","uk"
"Work","Rihanna","27 gennaio 2016","3:39","Dancehall reggae,,Reggae fusion","2_platino","uk"
"Your Song","Rita Ora","26 maggio 2017","3:01","Elettropop","2_platino","uk"
"We Found Love","Rihanna","22 settembre 2011  (date di pubblicazione)","3:35","Electro house,,Dance pop","2_platino","uk"
