"title","artists","date","duration","genre","award","nation"
"Don't Be So Shy (Filatov & Karas Remix)","Imany","18 dicembre 2015","3:10","Electronic dance music,,Musica house","3_platino","it"
"Figli di papà","Sfera Ebbasta","1º settembre 2016","3:25","Trap","3_platino","it"
"Beautiful Liar","Beyoncé","5 marzo 2007","3:19","Contemporary R&B,,Pop latino","3_platino","it"
"Fotografia","Carl Brave","11 maggio 2018","3:12","Pop rap","3_platino","it"
"Dark Horse","Katy Perry","17 dicembre 2013","3:35","Trap,,Grime","3_platino","it"
"L'esercito del selfie","Takagi & Ketra","16 giugno 2017","3:07","Pop","3_platino","it"
"Domo mia","Tazenda","30 maggio 2007","3:52","Pop rock,,Musica etnica","3_platino","it"
"Gangsta's Paradise","Coolio","8 agosto 1995","4:00","Gangsta rap,,Hardcore hip hop,,Conscious hip hop","3_platino","it"
"# Fuori c'è il sole","Lorenzo Fragola","14 giugno 2015","3:13","Pop","3_platino","it"
"Don't Stop Me Now","Queen","26 gennaio 1979","3:31","Piano rock,,Rock and roll","3_platino","it"
"Good Times","Ghali","3 aprile 2020","2:43","Pop","3_platino","it"
"Giovane fuoriclasse","Capo Plaza","18 ottobre 2017","3:42","Trap","3_platino","it"
"Échame la culpa","Luis Fonsi,Demi Lovato","17 novembre 2017","2:53","Reggaeton,,Pop","3_platino","it"
"Hey Brother","Avicii","9 ottobre 2013","4:14","Country,,Electronic dance music,,Musica house","3_platino","it"
"Diamonds","Rihanna","27 settembre 2012","3:45","Musica elettronica,,Pop,,Soul","3_platino","it"
"Give It 2 Me","Madonna","4 giugno 2008","4:48,(Album Version),,4:02,(Radio Edit)","Dance pop","3_platino","it"
"FourFiveSeconds","Rihanna,Kanye West,Paul McCartney","24 gennaio 2015","3:08","Pop soul","3_platino","it"
"How Deep Is Your Love","Calvin Harris,Disciples","17 luglio 2015","3:32","Deep house","3_platino","it"
"Hear Me Now","Alok,,Bruno Martini,Zeeba","21 ottobre 2016","3:12","Deep house","3_platino","it"
"Ho Hey","The Lumineers","4 giugno 2012","2:43","Indie folk","3_platino","it"
"L'estate addosso","Jovanotti","29 maggio 2015","3:54","Elettropop","3_platino","it"
"Gangnam Style","Psy","15 luglio 2012  (vedi date di pubblicazione)","3:41","K-pop,,Dance pop","3_platino","it"
"I Feel It Coming","The Weeknd","18 novembre 2016  (vedi date di pubblicazione)","4:29","Disco","3_platino","it"
"Hall of Fame","The Script","19 agosto 2012","3:20","Pop rock,,Pop rap","3_platino","it"
"Heathens","Twenty One Pilots","16 giugno 2016","3:15","Alternative hip hop","3_platino","it"
"Io canto","Laura Pausini","2 ottobre 2006  (Spagna  America Latina)  13 ottobre 2006  (Italia)  10 novembre 2006  (Francia)","4:16,,(Album Version),4:21(Radio Edit)","Pop","3_platino","it"
"Hey Mama","David Guetta","16 marzo 2015","3:12","Trap,,Electro house,,Dance pop","3_platino","it"
"Le luci della città","Coez","16 marzo 2018","2:58","Pop","3_platino","it"
"It Ain't Me","Kygo,Selena Gomez","16 febbraio 2017","3:40","Tropical house","3_platino","it"
"Girls Like You","Maroon 5","30 maggio 2018","3:55","Pop rock","3_platino","it"
"I'll Be Missing You","Puff Daddy","23 maggio 1997","5:09","East Coast hip hop,,Pop rap,,Ballata","3_platino","it"
"I Don't Wanna Live Forever","Zayn,Taylor Swift","9 dicembre 2016","4:05","Pop","3_platino","it"
"I Follow Rivers","Lykke Li","21 gennaio 2011","3:48","Indie pop","3_platino","it"
"In the End","Linkin Park","1º ottobre 2001","3:36","Nu metal,,Rap rock","3_platino","it"
"Hotline Bling","Drake","31 luglio 2015","4:19","Dancehall reggae,,Afrobeat","3_platino","it"
"Ma Chérie","DJ Antoine","16 febbraio 2012","3:12","Electro house","3_platino","it"
"I'm Yours","Jason Mraz","12 febbraio 2008    30 maggio 2008   2 giugno 2008 ","3:35","Pop,,Folk rock,,Musica acustica,,Reggae,,Punk rock","3_platino","it"
"I'm Outta Love","Anastacia","5 maggio 2000  (Europa)  29 febbraio 2000 (Stati Uniti)  18 settembre 2000 (Regno Unito)","4:02","Contemporary R&B,,Dance pop","3_platino","it"
"Jambo","Takagi & Ketra","24 maggio 2019","2:37","Afrobeat,,World music","3_platino","it"
"Mediterranea","Irama","19 maggio 2020","2:57","Reggaeton","3_platino","it"
"I Believe I Can Fly","R. Kelly","26 novembre 1996","4:40","Contemporary R&B,,Gospel,,Soul,,Ballata","3_platino","it"
"Irraggiungibile","Shade","20 novembre 2017","3:20","Pop rap","3_platino","it"
"Malibu","Vegas Jones","16 marzo 2018","3:31","Trap","3_platino","it"
"M'Manc","Shablo,Geolier,Sfera Ebbasta","12 giugno 2020","3:00","Trap","3_platino","it"
"I Don't Care","Ed Sheeran,Justin Bieber","10 maggio 2019","3:39","Elettropop","3_platino","it"
"Lush Life","Zara Larsson","5 giugno 2015","3:21","Elettropop","3_platino","it"
"Mambo salentino","Boomdabash","7 giugno 2019","2:35","Dancehall reggae","3_platino","it"
"Locked Out of Heaven","Bruno Mars","1º ottobre 2012","3:53","Reggae rock,,New wave,,Funk","3_platino","it"
"Morirò da re","Måneskin","23 marzo 2018","2:37","Funk rock,,Pop rock","3_platino","it"
"Meraviglioso","Negramaro","24 novembre 2008","4:01","Pop rock","3_platino","it"
"Mercy","Duffy","11 febbraio 2008","3:43","Soul,,Pop","3_platino","it"
"Lose Yourself","Eminem","28 ottobre 2002","5:27","Rap rock,,Conscious hip hop","3_platino","it"
"La nuova stella di Broadway","Cesare Cremonini","1º febbraio 2013","4:25","Pop rock,,Pop","3_platino","it"
"Magic","Coldplay","3 marzo 2014","4:45,(versione album),,4:18,(versione radiofonica)","Synth pop","3_platino","it"
"My Way","Calvin Harris","16 settembre 2016","3:40","Tropical house,,Electronic dance music","3_platino","it"
"Il mio giorno più bello nel mondo","Francesco Renga","6 maggio 2014","3:37","Pop rap","3_platino","it"
"Marvin Gaye","Charlie Puth","10 febbraio 2015","3:07","Pop","3_platino","it"
"No Hero","Elisa","15 gennaio 2016","4:13","Rock elettronico,,Pop rock,,Elettropop","3_platino","it"
"Ostia Lido","J-Ax","17 maggio 2019","2:52","Reggaeton","3_platino","it"
"Million Reasons","Lady Gaga","8 novembre 2016","3:35","Country pop","3_platino","it"
"Paris","The Chainsmokers","13 gennaio 2017","3:41","Elettropop","3_platino","it"
"Oroscopo","Calcutta","12 maggio 2016","3:18","Indie pop,,Reggae fusion","3_platino","it"
"Pensa","Fabrizio Moro","1º marzo 2007","3:44","Pop rap","3_platino","it"
"No Vacancy","OneRepublic","28 aprile 2017","3:43","Pop","3_platino","it"
"Oggi sono io","Alex Britti","26 febbraio 1999","3:49","Contemporary R&B,,Pop","3_platino","it"
"Paradise","Coldplay","12 settembre 2011","4:39","Britpop","3_platino","it"
"Old Town Road","Lil Nas X","3 dicembre 2018","1:53","Country rap,,Trap","3_platino","it"
"OK","Robin Schulz","19 maggio 2017","3:09","Deep house","3_platino","it"
"Peace & Love","Charlie Charles,Sfera Ebbasta,Ghali","4 maggio 2018","3:02","Trap","3_platino","it"
"The Monster","Eminem","29 ottobre 2013","4:10","Hip hop","3_platino","it"
"New Rules","Dua Lipa","15 luglio 2017","3:29","Elettropop,,Musica tropicale,,Pop","3_platino","it"
"Rockstar","Sfera Ebbasta","19 gennaio 2018","3:15","Trap","3_platino","it"
"Pompeii","Bastille","24 febbraio 2013","3:34","Synth pop","3_platino","it"
"On the Floor","Jennifer Lopez","8 febbraio 2011","3:51,(Single version),,4:44,(Album version)","Eurodance,,Electro house","3_platino","it"
"Potremmo ritornare","Tiziano Ferro","28 ottobre 2016    20 gennaio 2017 ","3:29","Pop","3_platino","it"
"Ride","Twenty One Pilots","12 maggio 2015","3:34","Reggae","3_platino","it"
"Questa nostra stupida canzone d'amore","Thegiornalisti","21 marzo 2018","4:09","Pop","3_platino","it"
"One Kiss","Calvin Harris,Dua Lipa","6 aprile 2018","3:34","Dance pop,,Tropical house","3_platino","it"
"Play Hard","David Guetta","15 marzo 2013","3:21","Electro house,,Dance pop","3_platino","it"
"Sabato","Jovanotti","16 dicembre 2014","4:06","Elettropop,,Pop","3_platino","it"
"Perdonami","Salmo","24 novembre 2017","2:15","Trap","3_platino","it"
"Pianeti","Ultimo","6 ottobre 2017","3:44","Pop,,Hip hop","3_platino","it"
"The Scientist","Coldplay","4 novembre 2002","5:09","Rock alternativo","3_platino","it"
"Riptide","Vance Joy","21 maggio 2013","3:22","Indie pop","3_platino","it"
"Scooteroni RMX","Marracash,Gué Pequeno","19 dicembre 2016","4:32","Trap","3_platino","it"
"Senza fare sul serio","Malika Ayane","10 aprile 2015","3:34","Elettropop","3_platino","it"
"One Last Time","Ariana Grande","10 febbraio 2015","3:18","Dance pop","3_platino","it"
"Rude","Magic!","10 ottobre 2013","3:44","Reggae fusion","3_platino","it"
"Qué hiciste","Jennifer Lopez","26 gennaio 2007","4:57","Pop rock,,Pop latino,,Pop","3_platino","it"
"Superclassico","Ernia","19 giugno 2020","2:52","Pop rap","3_platino","it"
"Stavo pensando a te","Fabri Fibra","22 settembre 2017","4:24","Pop rap","3_platino","it"
"Skyfall","Adele","5 ottobre 2012","4:46","Soul,,Crossover classico","3_platino","it"
"Set Fire to the Rain","Adele","4 luglio 2011","4:02","Pop,,Power ballad","3_platino","it"
"Someone You Loved","Lewis Capaldi","8 novembre 2018","3:02","Ballata","3_platino","it"
"These Days","Rudimental","19 gennaio 2018","3:30","Pop","3_platino","it"
"I tuoi particolari","Ultimo","6 febbraio 2019","3:39","Pop","3_platino","it"
"Te boté","Nio García,Darell,Casper Mágico","1º dicembre 2017","4:15","Reggaeton,,Dancehall reggae","3_platino","it"
"Summertime Sadness","Lana Del Rey","22 giugno 2012","4:24","Trip hop,,Pop","3_platino","it"
"Take Me Home","Jess Glynne","3 novembre 2015","4:25","Pop soul","3_platino","it"
"Swalla","Jason Derulo","24 febbraio 2017","3:36","Elettropop,,Dance pop","3_platino","it"
"Tutto l'amore che ho","Jovanotti","3 dicembre 2010","3:41","Dance pop","3_platino","it"
"Ti regalerò una rosa","Simone Cristicchi","Febbraio 2007","3:48","Pop rap,,Musica d'autore","3_platino","it"
"Ti volevo dedicare","Rocco Hunt","20 settembre 2019","3:28","Pop rap","3_platino","it"
"Tutto molto interessante","Fabio Rovazzi","2 dicembre 2016","2:55","Electronic dance music,,Musica demenziale","3_platino","it"
"Sweet Child o' Mine","Guns N' Roses","17 agosto 1988    29 maggio 1989 ","5:56","Hard rock","3_platino","it"
"Waiting For Love","Avicii","22 maggio 2015","3:48","Electronic dance music,,Progressive house","3_platino","it"
"Starboy","The Weeknd","22 settembre 2016","3:50","Synth pop","3_platino","it"
"Without You","Avicii","11 agosto 2017","3:01","Progressive house","3_platino","it"
"This One's for You","David Guetta","13 maggio 2016","3:27","Electronic dance music","3_platino","it"
"Treat You Better","Shawn Mendes","3 giugno 2016  (vedi date di pubblicazione)","3:07","Pop","3_platino","it"
"Sweet but Psycho","Ava Max","17 agosto 2018","3:07","Dance pop,,Elettropop","3_platino","it"
"What Lovers Do","Maroon 5","30 agosto 2017","3:20","Pop","3_platino","it"
"Tranne te","Fabri Fibra","19 novembre 2010","4:00","Hip house","3_platino","it"
"Señorita","Shawn Mendes,Camila Cabello","21 giugno 2019","3:10","Pop","3_platino","it"
"Timber","Pitbull","7 ottobre 2013","3:24","Dance pop,,Folktronica","3_platino","it"
"Wonderwall","Oasis","30 ottobre 1995","4:19","Britpop,,Rock alternativo","3_platino","it"
"Whatever It Takes","Imagine Dragons","9 maggio 2017","3:21","Elettropop,,Alternative R&B","3_platino","it"
"Whistle","Flo Rida","24 aprile 2012","3:45","Pop rap","3_platino","it"
"Work","Rihanna","27 gennaio 2016","3:39","Dancehall reggae,,Reggae fusion","3_platino","it"
"Tutto per una ragione","Benji & Fede","12 maggio 2017","2:58","Pop","3_platino","it"
"Where Are Ü Now","Skrillex,Diplo,Justin Bieber","21 aprile 2015  (vedi date di pubblicazione)","4:10","Electronic dance music,,Ballata","3_platino","it"
"Yoshi","Dani Faiv,Tha Supreme,Fabri Fibra","13 settembre 2019","3:31","Trap","3_platino","it"
"X","Nicky Jam,J Balvin","2 marzo 2018","2:53","Reggaeton","3_platino","it"
"Young, Wild & Free","Snoop Dogg,Wiz Khalifa","11 ottobre 2011","3:27","Pop rap","3_platino","it"
"Work from Home","Fifth Harmony","26 febbraio 2016","3:34","","3_platino","it"
"We Found Love","Rihanna","22 settembre 2011  (date di pubblicazione)","3:35","Electro house,,Dance pop","3_platino","it"
