"title","artists","date","duration","genre","award","nation"
"Big Girls Don't Cry","Fergie","22 maggio 2007","4:21 (Versione Radio),4:28 (Versione Album)","Pop acustico,,Adult contemporary music","2_platino","au"
"Be the One","Dua Lipa","30 ottobre 2015","3:22","Synth pop","2_platino","au"
"Break Your Heart","Taio Cruz","14 settembre 2009","3:23","Dance pop","2_platino","au"
"Billionaire","Travie McCoy","9 marzo 2010","3:32,(Album),,3:40,(Radio Edit)","Alternative hip hop,,Reggae fusion","2_platino","au"
"Bellyache","Billie Eilish","24 febbraio 2017","2:59","Elettropop","2_platino","au"
"Ain't My Fault","Zara Larsson","2 settembre 2016","3:44","Pop","2_platino","au"
"Breezeblocks","Alt-J","18 maggio 2012","3:47","Indie pop,,Art rock,,Rock sperimentale","2_platino","au"
"Brokenhearted","Karmin","7 febbraio 2012","3:49","Dance pop,,Pop rock,,Hip hop","2_platino","au"
"Bleeding Love","Leona Lewis","19 ottobre 2007","4:24,(album version),,4:01,(radio edit)","Pop soul,,Contemporary R&B","2_platino","au"
"Boom Clap","Charli XCX","17 giugno 2014","2:49","Synth pop","2_platino","au"
"Boyfriend","Justin Bieber","26 marzo 2012","2:52","Elettropop","2_platino","au"
"Break Free","Ariana Grande","3 luglio 2014","3:34","Electronic dance music","2_platino","au"
"Bloodstream","Ed Sheeran","23 giugno 2014","5:00","Musica acustica,,Rhythm and blues","2_platino","au"
"Beautiful Liar","Beyoncé","5 marzo 2007","3:19","Contemporary R&B,,Pop latino","2_platino","au"
"Breathing","Jason Derulo","1º novembre 2011","3:11","Eurodance","2_platino","au"
"Cheers (Drink to That)","Rihanna","2 agosto 2011","4:22","Pop rock,,Dancehall reggae","2_platino","au"
"Butterfly Effect","Travis Scott","15 maggio 2017","3:11","Trap,,Experimental hip hop","2_platino","au"
"Black or White","Michael Jackson","11 novembre 1991","3:22,,(single edit),,4:15,,(album version)","Hard rock,,Dance rock,,Rap rock","2_platino","au"
"Clarity","Zedd","1º febbraio 2013","4:31","Electro house,,Progressive house,,Soulful house","2_platino","au"
"Berzerk","Eminem","25 agosto 2013","3:58","Rap rock","2_platino","au"
"Breaking Me","Topic,,A7S","19 dicembre 2019","2:46","Dance pop","2_platino","au"
"Change Your Life","Little Mix","15 febbraio 2013","3:21","Pop","2_platino","au"
"Call Out My Name","The Weeknd","10 aprile 2018","3:48","Alternative R&B,,Soul","2_platino","au"
"Bring Me to Life","Evanescence","22 aprile 2003","3:57","Nu metal","2_platino","au"
"Crush","Jennifer Paige","30 giugno 1998","3:19","Pop","2_platino","au"
"Bodak Yellow","Cardi B","16 giugno 2017","3:43","Hip hop,,Trap","2_platino","au"
"Cold Water","Major Lazer","22 luglio 2016","3:05","Dance pop,,Deep house","2_platino","au"
"Castles","Freya Ridings","30 maggio 2019","3:31","Pop","2_platino","au"
"Because You Loved Me","Céline Dion","9 febbraio 1996","4:33","Pop,,Ballata","2_platino","au"
"Breathe","The Prodigy","11 novembre 1996","3:59","Musica elettronica","2_platino","au"
"California King Bed","Rihanna","13 maggio 2011","4:12","Rock,,Ballata","2_platino","au"
"Clumsy","Fergie","25 settembre 2007","4:00","Contemporary R&B,,Reggae fusion","2_platino","au"
"Doo Wop (That Thing)","Lauryn Hill","7 luglio 1998","5:20,,3:51 (single edit)","Neo soul,,Hip hop soul,,Contemporary R&B","2_platino","au"
"Cool Kids","Echosmith","31 maggio 2013","3:35","Indie pop,,Pop rock","2_platino","au"
"Bury a Friend","Billie Eilish","30 gennaio 2019","3:13","Musica elettronica,,Industrial","2_platino","au"
"Don't Cha","Pussycat Dolls","26 aprile 2005","4:32","Contemporary R&B,,Pop","2_platino","au"
"Cleanin' Out My Closet","Eminem","settembre 2002","4:57","Hardcore hip hop,,Pop rap","2_platino","au"
"Close to Me","Ellie Goulding,Diplo","24 ottobre 2018","3:02","Pop","2_platino","au"
"Chained to the Rhythm","Katy Perry","10 febbraio 2017","3:57","Elettropop","2_platino","au"
"Complicated","Avril Lavigne","14 maggio 2002","4:08","Pop punk,,Pop rock","2_platino","au"
"Easier","5 Seconds of Summer","23 maggio 2019","2:37","Rock elettronico","2_platino","au"
"Empire State of Mind (Part II) Broken Down","Alicia Keys","22 febbraio 2010","3:36","Soul,,Jazz,,Contemporary R&B","2_platino","au"
"Drops of Jupiter (Tell Me)","Train","23 luglio 2001","4:21","Pop rock,,Rock alternativo","2_platino","au"
"Freak","Silverchair","1997","3:51","Grunge,,Alternative metal","2_platino","au"
"Fantasy","Mariah Carey","12 settembre 1995","4:04","Dance pop,,Teen pop","2_platino","au"
"Down","Jay Sean","31 maggio 2009","3:32","Dance pop,,Elettropop,,Contemporary R&B","2_platino","au"
"Dear Future Husband","Meghan Trainor","17 marzo 2015","3:04","Pop,,Doo-wop","2_platino","au"
"Cry Me a River","Justin Timberlake","25 novembre 2002","4:48","Contemporary R&B","2_platino","au"
"For the First Time","The Script","20 agosto 2010","4:11","Rock alternativo,,Soft rock","2_platino","au"
"Faith","George Michael","1987","3:16","Pop rock,,Rock and roll","2_platino","au"
"Don't Speak","No Doubt","15 aprile 1996    1997 ","4:23","Rock alternativo","2_platino","au"
"Fergalicious","Fergie","23 ottobre 2006   12 novembre 2007 ","3:42,(Radio edit),,4:52,(Album version)","Hip hop","2_platino","au"
"Drive By","Train","10 gennaio 2012","3:16","Pop rock,,Roots rock,,Folk rock","2_platino","au"
"Glitter","Benee","3 luglio 2019","3:00","Alternative R&B,,Indie pop","2_platino","au"
"Final Song","MØ","13 maggio 2016","3:55","Tropical house","2_platino","au"
"Falling","Trevor Daniel","5 ottobre 2018","2:39","Pop rap","2_platino","au"
"Fallin'","Alicia Keys","10 luglio 2001","3:30","Neo soul","2_platino","au"
"Cross Me","Ed Sheeran","24 maggio 2019","3:26","Pop rap","2_platino","au"
"Fuckin' Perfect","Pink","14 dicembre 2010","3:33","Pop rock","2_platino","au"
"Gettin' Over You","David Guetta,Chris Willis","12 aprile 2010","3:08","Electro house,,Hip house","2_platino","au"
"Fight for You","Jason Derulo","23 novembre 2011","4:02","Dance pop","2_platino","au"
"Get Right","Jennifer Lopez","14 febbraio 2005  (UK)  8 marzo 2005  (USA)","3:42","Contemporary R&B","2_platino","au"
"Ghost","Ella Henderson","6 giugno 2014","3:36","Pop","2_platino","au"
"Forever","Chris Brown","22 aprile 2008","4:38","Eurodance,,Eurodisco,,Dance pop","2_platino","au"
"(Everything I Do) I Do It for You","Bryan Adams","18 giugno 1991","6:34,(versione album),,4:06,(versione ridotta)","Pop rock,,Soft rock,,Power ballad","2_platino","au"
"Go Crazy","Chris Brown,Young Thug","19 maggio 2020","2:56","Contemporary R&B","2_platino","au"
"Good Old Days","Macklemore","9 ottobre 2017","4:00","Pop","2_platino","au"
"Hold On, We're Going Home","Drake","7 agosto 2013","3:47","Synth pop,,Contemporary R&B","2_platino","au"
"Giant","Calvin Harris,Rag'n'Bone Man","11 gennaio 2019","3:49","Dance","2_platino","au"
"The Edge of Glory","Lady Gaga","9 maggio 2011","5:21","Pop,,Dance pop","2_platino","au"
"Head & Heart","Joel Corry","3 luglio 2020","2:46","Musica house","2_platino","au"
"The Greatest","Sia","6 settembre 2016","3:30","Pop","2_platino","au"
"Going Bad","Meek Mill","22 gennaio 2019","3:00","Hip hop","2_platino","au"
"Good for You","Selena Gomez","22 giugno 2015","3:40","Pop,,Electro-R&B","2_platino","au"
"Godzilla","Eminem","31 gennaio 2020","3:30","Hip hop","2_platino","au"
"Graveyard","Halsey","13 settembre 2019","3:01","Pop","2_platino","au"
"Good Riddance (Time of Your Life)","Green Day","23 novembre 1997","2:34","Rock alternativo,,Rock acustico,,Ballata","2_platino","au"
"Groovejet (If This Ain't Love)","Spiller","14 agosto 2000","3:47","Musica house,,Dance","2_platino","au"
"Heartbeat","Enrique Iglesias","8 giugno 2010","4:17","Elettropop,,Dance","2_platino","au"
"Hey Ya!","OutKast","9 settembre 2003","3:55","Pop,,Pop soul,,Pop rap","2_platino","au"
"Hey Brother","Avicii","9 ottobre 2013","4:14","Country,,Electronic dance music,,Musica house","2_platino","au"
"Homemade Dynamite","Lorde","15 settembre 2017","3:09,(versione album),,3:34,(versione singolo)","Synth pop","2_platino","au"
"Hands to Myself","Selena Gomez","26 gennaio 2016  (vedi date di pubblicazione)","3:20","Dance pop","2_platino","au"
"Hey Mama","David Guetta","16 marzo 2015","3:12","Trap,,Electro house,,Dance pop","2_platino","au"
"Habits (Stay High)","Tove Lo","6 dicembre 2013","3:28","Pop,,Elettropop","2_platino","au"
"History","One Direction","5 febbraio 2016","3:07","Folk","2_platino","au"
"How Long","Charlie Puth","5 ottobre 2017","3:18","Pop,,Funk","2_platino","au"
"I Could Be the One","Avicii,Nicky Romero,,(accreditati come Avicii vs Nicky Romero)","26 dicembre 2012","3:28","Progressive house","2_platino","au"
"Heathens","Twenty One Pilots","16 giugno 2016","3:15","Alternative hip hop","2_platino","au"
"How Do I Live","LeAnn Rimes","27 maggio 1997","4:25","Pop","2_platino","au"
"Hot Girl Bummer","Blackbear","23 agosto 2019","3:05","Pop rap","2_platino","au"
"In My Blood","The Veronicas","10 giugno 2016","3:20","Dance pop,,Deep house","2_platino","au"
"I Would Like","Zara Larsson","11 novembre 2016","3:46","Dance","2_platino","au"
"Human","Rag'n'Bone Man","27 luglio 2016","3:19","Rhythm and blues","2_platino","au"
"Hotline Bling","Drake","31 luglio 2015","4:19","Dancehall reggae,,Afrobeat","2_platino","au"
"How We Do (Party)","Rita Ora","20 marzo 2012","4:06","Pop","2_platino","au"
"I'm So Tired...","Lauv,Troye Sivan","24 gennaio 2019","2:42","Elettropop","2_platino","au"
"I'll Be Missing You","Puff Daddy","23 maggio 1997","5:09","East Coast hip hop,,Pop rap,,Ballata","2_platino","au"
"If I Could Turn Back Time","Cher","1º giugno 1989","3:49","Pop rock,,Soft rock","2_platino","au"
"I'll Be There","Jess Glynne","4 maggio 2018","3:13","Pop","2_platino","au"
"I Like It","Enrique Iglesias","3 maggio 2010","3:52","Elettrorap,,Dance","2_platino","au"
"I Don't Wanna Live Forever","Zayn,Taylor Swift","9 dicembre 2016","4:05","Pop","2_platino","au"
"If I Had You","Adam Lambert","5 maggio 2010 (USA)","3:48","Elettropop,,Rock elettronico,,Dance pop","2_platino","au"
"I'd Do Anything for Love (But I Won't Do That)","Meat Loaf","15 settembre 1993","12:01,(versione album),,5:43,(versione radiofonica)","Rock progressivo,,Hard rock","2_platino","au"
"I'm Like a Bird","Nelly Furtado","28 novembre 2000    26 febbraio 2001","4:03","Soul,,Pop","2_platino","au"
"How You Remind Me","Nickelback","21 agosto 2001","3:43","Post-grunge,,Rock alternativo","2_platino","au"
"In da Club","50 Cent","7 gennaio 2003","3:13","Gangsta rap","2_platino","au"
"I Wanna Love You","Akon","14 settembre 2006 (USA)  2007  (Europa/Australia)","4:07","Dirty rap,,Contemporary R&B","2_platino","au"
"I'm Outta Love","Anastacia","5 maggio 2000  (Europa)  29 febbraio 2000 (Stati Uniti)  18 settembre 2000 (Regno Unito)","4:02","Contemporary R&B,,Dance pop","2_platino","au"
"In the Name of Love","Martin Garrix,Bebe Rexha","29 luglio 2016","3:19","Future bass","2_platino","au"
"Independent Women Part I","Destiny's Child","10 ottobre 2000","3:41","Contemporary R&B","2_platino","au"
"In My Head","Jason Derulo","22 febbraio 2010","3:21","Contemporary R&B,,Rock elettronico","2_platino","au"
"Incomplete","Backstreet Boys","1º aprile 2005","3:57","Pop rock","2_platino","au"
"International Love","Pitbull","16 novembre 2011","3:47","Dance pop","2_platino","au"
"Johnny Run Away","Tones and I","1º marzo 2019","3:12","Pop","2_platino","au"
"I Don't Want to Miss a Thing","Aerosmith","13 giugno 1998","4:56","Pop rock,,Soft rock,,Power ballad","2_platino","au"
"It's Time","Imagine Dragons","6 febbraio 2012","4:00","Indie rock,,Rock alternativo","2_platino","au"
"Into You","Fabolous","15 luglio 2003","4:13","East Coast hip hop,,Hip hop soul","2_platino","au"
"If You Had My Love","Jennifer Lopez","4 maggio 1999","4:25","Contemporary R&B,,Dance","2_platino","au"
"Keep It Together","Madonna","30 gennaio 1990   25 marzo 1990","5:03","Dance,,Funk","2_platino","au"
"Larger Than Life","Backstreet Boys","3 settembre 1999","3:52","Dance pop","2_platino","au"
"Left Outside Alone","Anastacia","15 marzo 2004 (Tutto il mondo)  22 marzo 2005 (Stati Uniti)","4:17","Pop rock,,Contemporary R&B","2_platino","au"
"Into You","Ariana Grande","6 maggio 2016","4:04","Dance pop","2_platino","au"
"It Will Rain","Bruno Mars","27 settembre 2011","4:17","Soul,,Soft rock,,Contemporary R&B","2_platino","au"
"Kiss You","One Direction","8 febbraio 2013","3:04","Dance pop,,Teen pop,,Power pop","2_platino","au"
"Intentions","Justin Bieber","7 febbraio 2020","3:32","Contemporary R&B","2_platino","au"
"In My Mind","Dynoro,Gigi D'Agostino","8 giugno 2018","3:03","Future House","2_platino","au"
"It's You","Ali Gatie","14 giugno 2019","3:32","Contemporary R&B,,Pop","2_platino","au"
"Lady Marmalade","Christina Aguilera","27 marzo 2001","4:25","Contemporary R&B,,Pop rap","2_platino","au"
"Let Me Love You (Until You Learn to Love Yourself)","Ne-Yo","10 luglio 2012","4:14","Dance,,Europop,,Synth pop","2_platino","au"
"Iris","Goo Goo Dolls","7 aprile 1998","4:49","Rock alternativo,,Soft rock,,Pop rock","2_platino","au"
"Let It Go","James Bay","12 maggio 2014","4:21","Indie pop,,Folk rock,,Blues rock","2_platino","au"
"Jungle","Tash Sultana","5 settembre 2016","5:16,,3:56,(radio edit)","Rock alternativo,,Pop rock","2_platino","au"
"La La La","Naughty Boy","18 maggio 2013","3:43 (single version),,4:05 (video edit)","UK garage,,Pop","2_platino","au"
"July","Noah Cyrus","31 luglio 2019","2:36","","2_platino","au"
"Let Me Love You","DJ Snake","5 agosto 2016","3:25","Electronic dance music,,Tropical house,,Dancehall reggae","2_platino","au"
"Live While We're Young","One Direction","28 settembre 2012","3:18","Bubblegum pop","2_platino","au"
"Lalala","Y2K,,bbno$","7 giugno 2019","2:40","Trap","2_platino","au"
"Lollipop","Lil Wayne","11 marzo 2008","4:59","Elettropop,,Contemporary R&B,,Dirty rap","2_platino","au"
"Livin' la vida loca","Ricky Martin","27 aprile 1999","4:05","Musica latina,,Pop","2_platino","au"
"Lay It All on Me","Rudimental","25 settembre 2015","4:02,(versione album),,3:30,(versione radiofonica)","Dance pop","2_platino","au"
"Let Me Down Slowly","Alec Benjamin","25 maggio 2018","2:49","Pop","2_platino","au"
"Love on Top","Beyoncé","12 settembre 2011","4:27","Funk","2_platino","au"
"Lover to Lover","Florence and the Machine","19 novembre 2012","4:02","Pop,,Soul,,Blues","2_platino","au"
"Lose My Mind","Dean Lewis","28 luglio 2017","4:20","Pop rock","2_platino","au"
"Lonely","Akon","21 febbraio 2005","3:33,(Album),,2:44,(Versione inglese)","Hip hop soul","2_platino","au"
"Magic","Coldplay","3 marzo 2014","4:45,(versione album),,4:18,(versione radiofonica)","Synth pop","2_platino","au"
"The Man Who Can't Be Moved","The Script","25 luglio 2008","4:03","Pop rock,,Soul bianco","2_platino","au"
"More","Usher","22 novembre 2010","3:40","Hi-NRG","2_platino","au"
"Love Someone","Lukas Graham","7 settembre 2018","3:25","Pop","2_platino","au"
"Magic","B.o.B","2010 (USA  9 novembre 2010  (UK)","3:16","Elettrorap,,Pop punk","2_platino","au"
"Life Is Good","Future","10 gennaio 2020","3:58","Trap","2_platino","au"
"Mine","Taylor Swift","4 agosto 2010  (date di pubblicazione)","3:51","Country pop","2_platino","au"
"My Love","Justin Timberlake","13 novembre 2006","4:41","Synth pop,,Contemporary R&B","2_platino","au"
"Look at Me Now","Chris Brown","1 febbraio 2011","3:43","Southern hip hop","2_platino","au"
"MMMBop","Hanson","19 aprile 1997 ","4:28,(album version),,4:01,(single version)","Pop rock","2_platino","au"
"Next to Me","Emeli Sandé","10 febbraio 2012","3:16","Soul,,Contemporary R&B","2_platino","au"
"Memories","David Guetta","15 marzo 2010","3:30","Electronic dance music,,Dance pop,,Hip house","2_platino","au"
"Never Ever","All Saints","10 novembre 1997","5:15","Pop","2_platino","au"
"Marvin Gaye","Charlie Puth","10 febbraio 2015","3:07","Pop","2_platino","au"
"Next 2 You","Chris Brown","18 marzo 2011","4:25","Pop,,Contemporary R&B","2_platino","au"
"Lose You to Love Me","Selena Gomez","23 ottobre 2019  (vedi date di pubblicazione)","3:26","Pop","2_platino","au"
"My Way","Calvin Harris","16 settembre 2016","3:40","Tropical house,,Electronic dance music","2_platino","au"
"Mirror","Lil Wayne","13 settembre 2011","3:48","Alternative hip hop,,Soul","2_platino","au"
"Niggas in Paris","Jay-Z,Kanye West","13 settembre 2011","3:39","Elettrorap,,Trap,,Hardcore hip hop,,Electro house","2_platino","au"
"Never Really Over","Katy Perry","31 maggio 2019  (vedi date di pubblicazione)","3:43","Elettropop","2_platino","au"
"Music","Madonna","21 agosto 2000","3:44","Synth pop,,Dance pop,,Disco,,Electro","2_platino","au"
"My My My!","Troye Sivan","11 gennaio 2018","3:24","Elettropop,,Dance","2_platino","au"
"Need You Now","Lady Antebellum","24 agosto 2009","4:38","Country,,Pop","2_platino","au"
"Night Changes","One Direction","16 dicembre 2014","3:52","Pop","2_platino","au"
"Nevermind","Dennis Lloyd","5 dicembre 2016 versione originale - 14 luglio 2017 versione Alternative Mix","2:36","Deep house","2_platino","au"
"November Rain","Guns N' Roses","18 febbraio 1992    6 giugno 1992 ","8:57","","2_platino","au"
"Replay","Zendaya","16 luglio 2013","3:29","Electro-R&B,,Dance pop,,Elettropop","2_platino","au"
"The Other Side","Jason Derulo","3 aprile 2013","3:47","Dance pop","2_platino","au"
"One Sweet Day","Mariah Carey,Boyz II Men","14 novembre 1995","4:41","Contemporary R&B,,Gospel,,Ballata","2_platino","au"
"Nobody's Perfect","Jessie J","30 maggio 2011","4:20","Pop,,Contemporary R&B","2_platino","au"
"Now or Never","Halsey","4 aprile 2017","3:34","Elettropop","2_platino","au"
"Mood","24kGoldn","24 luglio 2020  (vedi date di pubblicazione)","2:22","","2_platino","au"
"Outside","Calvin Harris","20 ottobre 2014","3:47","Electro house,,Dance pop","2_platino","au"
"No Tears Left to Cry","Ariana Grande","20 aprile 2018","3:25","Contemporary R&B,,Dance,,Dance pop,,Disco","2_platino","au"
"Not Afraid","Eminem","29 aprile 2010","4:19","Pop rap","2_platino","au"
"Rewrite the Stars","Zac Efron,Zendaya","17 novembre 2017","3:37","Pop","2_platino","au"
"On My Mind","Ellie Goulding","17 settembre 2015","3:33","Elettropop,,Trap","2_platino","au"
"Pompeii","Bastille","24 febbraio 2013","3:34","Synth pop","2_platino","au"
"Party","Chris Brown","16 dicembre 2016","3:40","Hip hop,,Contemporary R&B","2_platino","au"
"Paparazzi","Lady Gaga","6 luglio 2009","3:28","Dance pop","2_platino","au"
"Party in the U.S.A.","Miley Cyrus","11 agosto 2009","3:22","Pop rock,,Pop,,Teen pop","2_platino","au"
"Saturday Sun","Vance Joy","1º febbraio 2018","3:34","Pop","2_platino","au"
"Pound the Alarm","Nicki Minaj","12 giugno 2012","3:25","Eurodance,,Electro house","2_platino","au"
"Nothing Compares 2 You","Sinéad O'Connor","8 gennaio 1990","5:10","Pop","2_platino","au"
"My Heart Will Go On","Céline Dion","8 dicembre 1997","4:40,(album version),,5:11 (soundtrack version)","Pop,,Power ballad","2_platino","au"
"Run the World (Girls)","Beyoncé","21 aprile 2011","3:56","Contemporary R&B,,Dancehall reggae","2_platino","au"
"Please Forgive Me","Bryan Adams","2 novembre 1993","5:56","Soft rock","2_platino","au"
"Panini","Lil Nas X","20 giugno 2019","1:54","","2_platino","au"
"Redundant","Green Day","24 aprile 1998","3:17","Pop punk,,Rock alternativo","2_platino","au"
"Rock Your Body","Justin Timberlake","8 aprile 2003","4:27","Contemporary R&B,,Disco","2_platino","au"
"The One That Got Away","Katy Perry","26 settembre 2011","3:47","Pop rock","2_platino","au"
"Rude Boy","Rihanna","19 febbraio 2010","3:42","Dancehall reggae,,Raggamuffin","2_platino","au"
"Shots","LMFAO","13 ottobre 2009","3:42","Elettrorap","2_platino","au"
"Smooth","Santana","29 giugno 1999","4:58","Rock latino,,Pop rock","2_platino","au"
"Paris","The Chainsmokers","13 gennaio 2017","3:41","Elettropop","2_platino","au"
"Shed a Light","Robin Schulz,David Guetta","25 novembre 2016","3:11","Dance","2_platino","au"
"So Good","B.o.B","21 febbraio 2012","3:33","Pop rap","2_platino","au"
"Shower","Becky G","23 aprile 2014","3:26","Teen pop,,Pop rap","2_platino","au"
"Stay Awake","Dean Lewis","18 marzo 2019","3:05","Indie pop","2_platino","au"
"Sad!","XXXTentacion","2 marzo 2018","2:46","Cloud rap,,Emo rap,,Alternative R&B,,Pop rap","2_platino","au"
"Say My Name","Destiny's Child","29 febbraio 2000","4:00","Contemporary R&B,,Pop","2_platino","au"
"Shut Up","Black Eyed Peas,,accreditati come The Black Eyed Peas","29 settembre 2003","4:56","Pop rap","2_platino","au"
"Teeth","5 Seconds of Summer","21 agosto 2019","3:24","Rock elettronico","2_platino","au"
"Take It Off","Kesha","13 luglio 2010","3:35","Elettropop,,Dance pop","2_platino","au"
"Stan","Eminem","4 dicembre 2000","6:44","Horrorcore,,Conscious hip hop,,Alternative hip hop","2_platino","au"
"Sober","Pink","3 novembre 2008","4:13","Power pop","2_platino","au"
"A Sky Full of Stars","Coldplay","2 maggio 2014  (vedi date di pubblicazione)","4:28,(versione album),,3:56,(versione radiofonica)","Electronic dance music,,Dance pop","2_platino","au"
"Solo","Clean Bandit","18 maggio 2018","3:42","Electronic dance music","2_platino","au"
"Still into You","Paramore","14 marzo 2013","3:36","Power pop,,New wave","2_platino","au"
"Sorry for Party Rocking","LMFAO","4 novembre 2011","3:24","Electro house,,Hip house,,Acid house","2_platino","au"
"Sunday Best","Surfaces","6 gennaio 2019","2:39","Trap","2_platino","au"
"Starstrukk","3OH!3","9 luglio  7 settembre (featuring Katy Perry)  2009","3:04,,3:22,(featuring Katy Perry)","Dance,,Techno","2_platino","au"
"That Don't Impress Me Much","Shania Twain","dicembre 1998","3:38","Country pop,,Dance pop,,Country rock","2_platino","au"
"She Wolf (Falling to Pieces)","David Guetta","21 agosto 2012","3:42","Electro house","2_platino","au"
"Touch","Little Mix","30 dicembre 2016","3:33","Dancehall reggae,,Dance pop,,Tropical house","2_platino","au"
"Sugar","Robin Schulz","17 luglio 2015","3:39","Deep house,,Dance","2_platino","au"
"A Thousand Miles","Vanessa Carlton","12 febbraio 2002","3:57","Pop,,Piano rock,,Pop barocco","2_platino","au"
"Summer Paradise","Simple Plan","13 dicembre 2011    (feat. K'naan )  17 febbraio 2012  (feat. Sean Paul )  20 marzo 2013    (feat. Taka)  27 maggio 2013  (feat. MKTO )","3:55","Pop rock,,Reggae","2_platino","au"
"This City","Sam Fischer","18 gennaio 2018","3:14","Pop","2_platino","au"
"Sorry Not Sorry","Demi Lovato","11 luglio 2017","3:23","Contemporary R&B","2_platino","au"
"Starving","Hailee Steinfeld,Grey","22 luglio 2016","3:01","Pop,,Electronic dance music","2_platino","au"
"#thatPOWER","will.i.am","18 marzo 2013","4:39","Dance","2_platino","au"
"This Town","Niall Horan","29 settembre 2016","3:52","Folk pop","2_platino","au"
"Together Again","Janet Jackson","18 novembre 1997","5:01","Musica house,,Dance","2_platino","au"
"(Un, dos, tres) María","Ricky Martin","18 giugno 1996","4:23","Dance pop,,Pop latino","2_platino","au"
"Team","Lorde","13 settembre 2013","3:31","Art rock,,Alternative hip hop,,Musica minimalista","2_platino","au"
"Truly Madly Deeply","Savage Garden","3 marzo 1997","4:37","Pop,,Pop rock,,Soft rock,,Adult contemporary music,,Rhythm and blues,,Contemporary R&B","2_platino","au"
"Trampoline","Shaed","18 maggio 2018","3:04","Electro","2_platino","au"
"True Love","Pink","15 luglio 2013","3:50","Dance pop,,Ska","2_platino","au"
"This Is America","Childish Gambino","5 maggio 2018","3:45","Alternative hip hop,,Afrobeat","2_platino","au"
"U + Ur Hand","Pink","28 agosto 2006 (UK)  31 ottobre 2006  (USA radio)","3:34","Pop rock","2_platino","au"
"Till the World Ends","Britney Spears","4 marzo 2011","3:58","Dance pop,,Eurodance,,Elettropop","2_platino","au"
"This Is Love","will.i.am","24 giugno 2012","4:35","Dance pop,,Hip house,,Electro house","2_platino","au"
"Versace on the Floor","Bruno Mars","4 novembre 2016 come singolo promozionale - 12 giugno 2017 pubblicazione ufficiale a livello mondiale","4:21","Contemporary R&B","2_platino","au"
"We Don't Talk Anymore","Charlie Puth","24 maggio 2016","3:37","Tropical house","2_platino","au"
"We're Going Home","Vance Joy","10 gennaio 2018","3:26","Pop","2_platino","au"
"Tonight (I'm Fuckin' You)","Enrique Iglesias","22 novembre 2010 (download digitale) 2 gennaio 2011","3:51","Elettrorap,,Dance pop,,Electro house","2_platino","au"
"Thriller","Michael Jackson"," 12 novembre 1983   23 gennaio 1984","5:58,,(Album Version),,4:09,,(Remixed Short Version),,13:43,,(Video Version)","Disco,,Funk,,Pop","2_platino","au"
"The Weekend","SZA","26 settembre 2017","4:32","Contemporary R&B,,Neo soul","2_platino","au"
"Valerie","The Zutons","19 giugno 2006","3:56","Indie rock,,Pop","2_platino","au"
"Treasure","Bruno Mars","17 giugno 2013","2:56","Disco,,Funk,,Contemporary R&B","2_platino","au"
"Thank U, Next","Ariana Grande","3 novembre 2018","3:27","Pop,,Contemporary R&B","2_platino","au"
"Too Good","Drake","15 maggio 2016","4:23","Dancehall reggae","2_platino","au"
"Underneath Your Clothes","Shakira","18 marzo 2002","3:44","Pop latino,,Soft rock","2_platino","au"
"Thunderstruck","AC/DC","10 settembre 1990","4:52","Hard rock","2_platino","au"
