"title","artists","date","duration","genre","award","nation"
"Jackie Chan","Tiësto,Dzeko","18 maggio 2018","3:35","Elettropop","3_platino","can"
"If I Can't Have You","Shawn Mendes","3 maggio 2019","3:10","Pop rock","3_platino","can"
"Love Me Now","John Legend","7 ottobre 2016","3:30","Soul,,Contemporary R&B","3_platino","can"
"Mía","Bad Bunny","11 ottobre 2018","3:30","Hip hop,,Reggaeton","3_platino","can"
"Let Me Down Slowly","Alec Benjamin","25 maggio 2018","2:49","Pop","3_platino","can"
"Mine","Bazzi","12 ottobre 2017","2:13","Pop","3_platino","can"
"Love","Kendrick Lamar","2 ottobre 2017","3:33","Hip hop,,Contemporary R&B","3_platino","can"
"Lush Life","Zara Larsson","5 giugno 2015","3:21","Elettropop","3_platino","can"
"Love Me like You Do","Ellie Goulding","7 gennaio 2015","4:12","Elettropop","3_platino","can"
"No","Meghan Trainor","4 marzo 2016","3:33","Dance pop,,Contemporary R&B","3_platino","can"
"Marvin Gaye","Charlie Puth","10 febbraio 2015","3:07","Pop","3_platino","can"
"Often","The Weeknd","31 luglio 2014","4:10","Alternative R&B","3_platino","can"
"MotorSport","Migos,Nicki Minaj,Cardi B","27 ottobre 2017","5:24","Trap","3_platino","can"
"Look What You Made Me Do","Taylor Swift","25 agosto 2017","3:31","Elettropop,,Dance pop,,Electroclash","3_platino","can"
"Nevermind","Dennis Lloyd","5 dicembre 2016 versione originale - 14 luglio 2017 versione Alternative Mix","2:36","Deep house","3_platino","can"
"Mo Bamba","Sheck Wes","16 giugno 2017","3:03","Trap","3_platino","can"
"Never Be the Same","Camila Cabello","7 dicembre 2017","3:47","Pop","3_platino","can"
"Malibu","Miley Cyrus","11 maggio 2017","3:51","Country pop","3_platino","can"
"Reminder","The Weeknd","9 maggio 2017","3:39","Contemporary R&B","3_platino","can"
"Pick Up the Phone","Travis Scott,Young Thug","3 giugno 2016","4:12","Hip hop,,Trap","3_platino","can"
"Lover","Taylor Swift","16 agosto 2019","3:41","Country,,Indie folk,,Alternative country","3_platino","can"
"Paradise","Coldplay","12 settembre 2011","4:39","Britpop","3_platino","can"
"One Thing","One Direction","6 gennaio 2012    31 gennaio 2012  ","3:17","Pop","3_platino","can"
"Make You Feel My Love","Bob Dylan","30 settembre 1997","3,min,: 32,s","Folk rock","3_platino","can"
"Praise the Lord (Da Shine)","ASAP Rocky","26 giugno 2018","3:26","Trap","3_platino","can"
"Need You Now","Lady Antebellum","24 agosto 2009","4:38","Country,,Pop","3_platino","can"
"No Tears Left to Cry","Ariana Grande","20 aprile 2018","3:25","Contemporary R&B,,Dance,,Dance pop,,Disco","3_platino","can"
"The Monster","Eminem","29 ottobre 2013","4:10","Hip hop","3_platino","can"
"Rumour Has It","Adele","9 marzo 2012","3:43","Soul,,Blues,,Jazz","3_platino","can"
"Scream","Usher","26 aprile 2012","3:54","Synth pop,,Dance pop","3_platino","can"
"Promiscuous","Nelly Furtado","25 aprile 2006   4 settembre 2006    24 giugno 2006  ","4:02,(versione album),,3:42,(radio edit)","Contemporary R&B,,Dance pop,,Hip hop","3_platino","can"
"Ocean Eyes","Billie Eilish","18 novembre 2016","3:20","Pop,,Dream pop","3_platino","can"
"Sugar","Robin Schulz","17 luglio 2015","3:39","Deep house,,Dance","3_platino","can"
"No Guidance","Chris Brown","8 giugno 2019","4:20","Contemporary R&B","3_platino","can"
"Sing","Ed Sheeran","14 aprile 2014","3:55","Pop,,Contemporary R&B","3_platino","can"
"Sign of the Times","Harry Styles","7 aprile 2017","5:40","Power ballad,,Pop rock,,Glam rock,,Soft rock","3_platino","can"
"Part of Me","Katy Perry","13 febbraio 2012","3:35","Elettropop,,Dance","3_platino","can"
"Top of the World","Brandy","28 settembre 1998","4:41","Contemporary R&B","3_platino","can"
"Temperature","Sean Paul","23 febbraio 2006","3:47","Dancehall reggae","3_platino","can"
"Pray for Me","The Weeknd,Kendrick Lamar","2 febbraio 2018","3:31","Pop rap","3_platino","can"
"Stereo Hearts","Gym Class Heroes","14 giugno 2011","3:31","Alternative hip hop,,Pop rap","3_platino","can"
"Stereo Love","Edward Maya","31 agosto 2009  (vedi sotto)","4:07","Electronic dance music","3_platino","can"
"A Sky Full of Stars","Coldplay","2 maggio 2014  (vedi date di pubblicazione)","4:28,(versione album),,3:56,(versione radiofonica)","Electronic dance music,,Dance pop","3_platino","can"
"Spirits","The Strumbellas","2015","3:24","Folk pop,,Indie folk","3_platino","can"
"Tonight (I'm Fuckin' You)","Enrique Iglesias","22 novembre 2010 (download digitale) 2 gennaio 2011","3:51","Elettrorap,,Dance pop,,Electro house","3_platino","can"
"Sad!","XXXTentacion","2 marzo 2018","2:46","Cloud rap,,Emo rap,,Alternative R&B,,Pop rap","3_platino","can"
"Take Your Time","Sam Hunt","24 novembre 2014","4:02","Pop","3_platino","can"
"One Kiss","Calvin Harris,Dua Lipa","6 aprile 2018","3:34","Dance pop,,Tropical house","3_platino","can"
"Wanted You","Nav","3 novembre 2017","3:48","Emo rap","3_platino","can"
"This Is America","Childish Gambino","5 maggio 2018","3:45","Alternative hip hop,,Afrobeat","3_platino","can"
"We Are the World","USA for Africa","7 marzo 1985","6:22 (versione ridotta),,7:19 (versione estesa)","Pop,,Gospel","3_platino","can"
"Sorry Not Sorry","Demi Lovato","11 luglio 2017","3:23","Contemporary R&B","3_platino","can"
"Wild Things","Alessia Cara","2 febbraio 2016","3:08","Pop,,Alternative R&B","3_platino","can"
"Talk","Khalid","7 febbraio 2019","3:17","Contemporary R&B","3_platino","can"
"Summer","Calvin Harris","14 marzo 2014","3:44","Electronic dance music","3_platino","can"
"Team","Lorde","13 settembre 2013","3:31","Art rock,,Alternative hip hop,,Musica minimalista","3_platino","can"
"Way Down We Go","Kaleo","2016","3:39","Blues rock","3_platino","can"
"Turn Me On","David Guetta","14 dicembre 2011","3:20","Musica house,,Elettropop","3_platino","can"
"Wavin' Flag","K'naan","10 maggio 2009","3:41","Reggae fusion,,World music","3_platino","can"
"You Should Be Sad","Halsey","10 gennaio 2020","3:25","Ballata,,Country","3_platino","can"
"Taki Taki","DJ Snake","28 settembre 2018","3:32","Reggaeton","3_platino","can"
"Young, Wild & Free","Snoop Dogg,Wiz Khalifa","11 ottobre 2011","3:27","Pop rap","3_platino","can"
"Wide Awake","Katy Perry","7 maggio 2012","3:41","Elettropop,,Musica elettronica","3_platino","can"
"What About Us","Pink","10 agosto 2017","4:29","Pop,,Post-disco","3_platino","can"
"Telephone","Lady Gaga","15 febbraio 2010","3:41","Dance pop,,Elettropop","3_platino","can"
